OBJECTID,IDNum,POINT_X,POINT_Y,sampled_X,sampled_Y,SpawningYear,Stream_Order,Reach_Name,Survey_Length__mi_,Survey_Length__km_,CohoAdultAUC,AUC_mi,AUC_km,ChildNode,ParentNode,SegmentID,Population,Length_m,Length_km,NodeID,Node_WGSX,Node_WGSY,Coho_distr,land_cover
15,154.000000000000000,-123.857743728999992,45.100235161000057,-123.857743728999992,45.100235161000057,2003,3,"Little Nestucca R, S Fk",1.409999967000000,2.269169346000000,57,40.425532869999998,25.119323990000002,1347,1330,1347,Nestucca,1373.969696200000044,1.373969696200000,1347,-123.858840799999996,45.098385937000003,1,Forest & Woodland
16,158.000000000000000,-123.843846912999993,45.080999268000028,-123.843846912999993,45.080999268000028,1998,2,Little Nestcca R.S Fk,0.523349941000000,0.842247994000000,0,0.000000000000000,0.000000000000000,1397,1387,1397,Nestucca,427.279220613999996,0.427279220614000,1397,-123.843745916000003,45.080762602000000,1,Forest & Woodland
17,158.000000000000000,-123.843846912999993,45.080999268000028,-123.843846912999993,45.080999268000028,2001,2,Little Nestcca R.S Fk,0.523349941000000,0.842247994000000,13,24.839976060000001,15.434883900000001,1397,1387,1397,Nestucca,427.279220613999996,0.427279220614000,1397,-123.843745916000003,45.080762602000000,1,Forest & Woodland
18,158.000000000000000,-123.843846912999993,45.080999268000028,-123.843846912999993,45.080999268000028,2004,2,Little Nestcca R.S Fk,0.523349941000000,0.842247994000000,15,28.661510839999998,17.809481430000002,1397,1387,1397,Nestucca,427.279220613999996,0.427279220614000,1397,-123.843745916000003,45.080762602000000,1,Forest & Woodland
19,158.000000000000000,-123.843846912999993,45.080999268000028,-123.843846912999993,45.080999268000028,2006,2,Little Nestcca R.S Fk,0.523349941000000,0.842247994000000,9,17.196906500000001,10.685688860000001,1397,1387,1397,Nestucca,427.279220613999996,0.427279220614000,1397,-123.843745916000003,45.080762602000000,1,Forest & Woodland
20,158.000000000000000,-123.843846912999993,45.080999268000028,-123.843846912999993,45.080999268000028,2007,2,Little Nestcca R.S Fk,0.523349941000000,0.842247994000000,2,3.821534778000000,2.374597524000000,1397,1387,1397,Nestucca,427.279220613999996,0.427279220614000,1397,-123.843745916000003,45.080762602000000,1,Forest & Woodland
21,158.000000000000000,-123.843846912999993,45.080999268000028,-123.843846912999993,45.080999268000028,2010,2,Little Nestcca R.S Fk,0.523349941000000,0.842247994000000,10,19.107673890000001,11.872987620000000,1397,1387,1397,Nestucca,427.279220613999996,0.427279220614000,1397,-123.843745916000003,45.080762602000000,1,Forest & Woodland
22,158.000000000000000,-123.843846912999993,45.080999268000028,-123.843846912999993,45.080999268000028,2013,2,Little Nestcca R.S Fk,0.523349941000000,0.842247994000000,1,1.910767389000000,1.187298762000000,1397,1387,1397,Nestucca,427.279220613999996,0.427279220614000,1397,-123.843745916000003,45.080762602000000,1,Forest & Woodland
23,158.000000000000000,-123.843846912999993,45.080999268000028,-123.843846912999993,45.080999268000028,2016,2,Little Nestcca R.S Fk,0.270000011000000,0.434521817000000,5,18.518517780000000,11.506902070000001,1397,1387,1397,Nestucca,427.279220613999996,0.427279220614000,1397,-123.843745916000003,45.080762602000000,1,Forest & Woodland
24,164.000000000000000,-123.794217623999941,45.104831687000058,-123.794217623999941,45.104831687000058,2000,4,Little Nestucca R,0.720000029000000,1.158724846000000,2,2.777777667000000,1.726035311000000,1368,1360,1368,Nestucca,1116.396103069999981,1.116396103070000,1368,-123.790289537000007,45.103977768999997,1,Forest & Woodland
25,165.000000000000000,-123.799111055999958,45.105594871000051,-123.799111055999958,45.105594871000051,1998,4,Little Nestucca R,0.720000029000000,1.158724846000000,0,0.000000000000000,0.000000000000000,1368,1360,1368,Nestucca,1116.396103069999981,1.116396103070000,1368,-123.790289537000007,45.103977768999997,1,Forest & Woodland
26,165.000000000000000,-123.799111055999958,45.105594871000051,-123.799111055999958,45.105594871000051,1999,4,Little Nestucca R,0.720000029000000,1.158724846000000,0,0.000000000000000,0.000000000000000,1368,1360,1368,Nestucca,1116.396103069999981,1.116396103070000,1368,-123.790289537000007,45.103977768999997,1,Forest & Woodland
27,165.000000000000000,-123.799111055999958,45.105594871000051,-123.799111055999958,45.105594871000051,2000,4,Little Nestucca R,0.720000029000000,1.158724846000000,2,2.777777667000000,1.726035311000000,1368,1360,1368,Nestucca,1116.396103069999981,1.116396103070000,1368,-123.790289537000007,45.103977768999997,1,Forest & Woodland
28,165.000000000000000,-123.799111055999958,45.105594871000051,-123.799111055999958,45.105594871000051,2001,4,Little Nestucca R,0.720000029000000,1.158724846000000,7,9.722221835999999,6.041123588000000,1368,1360,1368,Nestucca,1116.396103069999981,1.116396103070000,1368,-123.790289537000007,45.103977768999997,1,Forest & Woodland
29,165.000000000000000,-123.799111055999958,45.105594871000051,-123.799111055999958,45.105594871000051,2002,4,Little Nestucca R,0.720000029000000,1.158724846000000,30,41.666665010000003,25.890529659999999,1368,1360,1368,Nestucca,1116.396103069999981,1.116396103070000,1368,-123.790289537000007,45.103977768999997,1,Forest & Woodland
30,165.000000000000000,-123.799111055999958,45.105594871000051,-123.799111055999958,45.105594871000051,2003,4,Little Nestucca R,0.720000029000000,1.158724846000000,44,61.111108680000001,37.972776840000002,1368,1360,1368,Nestucca,1116.396103069999981,1.116396103070000,1368,-123.790289537000007,45.103977768999997,1,Forest & Woodland
31,165.000000000000000,-123.799111055999958,45.105594871000051,-123.799111055999958,45.105594871000051,2004,4,Little Nestucca R,0.720000029000000,1.158724846000000,14,19.444443669999998,12.082247180000000,1368,1360,1368,Nestucca,1116.396103069999981,1.116396103070000,1368,-123.790289537000007,45.103977768999997,1,Forest & Woodland
32,165.000000000000000,-123.799111055999958,45.105594871000051,-123.799111055999958,45.105594871000051,2009,4,Little Nestucca R,0.720000029000000,1.158724846000000,4,5.555555335000000,3.452070622000000,1368,1360,1368,Nestucca,1116.396103069999981,1.116396103070000,1368,-123.790289537000007,45.103977768999997,1,Forest & Woodland
33,165.000000000000000,-123.799111055999958,45.105594871000051,-123.799111055999958,45.105594871000051,2010,4,Little Nestucca R,0.720000029000000,1.158724846000000,3,4.166666501000000,2.589052966000000,1368,1360,1368,Nestucca,1116.396103069999981,1.116396103070000,1368,-123.790289537000007,45.103977768999997,1,Forest & Woodland
34,165.000000000000000,-123.799111055999958,45.105594871000051,-123.799111055999958,45.105594871000051,2011,4,Little Nestucca R,0.720000029000000,1.158724846000000,25,34.722220839999999,21.575441390000002,1368,1360,1368,Nestucca,1116.396103069999981,1.116396103070000,1368,-123.790289537000007,45.103977768999997,1,Forest & Woodland
35,165.000000000000000,-123.799111055999958,45.105594871000051,-123.799111055999958,45.105594871000051,2013,4,Little Nestucca R,0.720000029000000,1.158724846000000,20,27.777776670000002,17.260353110000000,1368,1360,1368,Nestucca,1116.396103069999981,1.116396103070000,1368,-123.790289537000007,45.103977768999997,1,Forest & Woodland
36,165.000000000000000,-123.799111055999958,45.105594871000051,-123.799111055999958,45.105594871000051,2014,4,Little Nestucca R,0.720000029000000,1.158724846000000,6,8.333333002000000,5.178105933000000,1368,1360,1368,Nestucca,1116.396103069999981,1.116396103070000,1368,-123.790289537000007,45.103977768999997,1,Forest & Woodland
37,165.000000000000000,-123.799111055999958,45.105594871000051,-123.799111055999958,45.105594871000051,2017,4,Little Nestucca R,0.720000029000000,1.158724846000000,60,83.333330020000005,51.781059329999998,1368,1360,1368,Nestucca,1116.396103069999981,1.116396103070000,1368,-123.790289537000007,45.103977768999997,1,Forest & Woodland
38,166.000000000000000,-123.788523798999961,45.106770668000081,-123.788523798999961,45.106770668000081,2005,3,Louie Cr,0.600000024000000,0.965604038000000,5,8.333333002000000,5.178105933000000,1369,1368,1369,Nestucca,1081.248916810000082,1.081248916810000,1369,-123.793369853000002,45.111207772999997,1,Forest & Woodland
39,167.000000000000000,-123.767093669999952,45.115950619000046,-123.767093669999952,45.115950619000046,2004,,Baxter Cr,0.870000005000000,1.400125808000000,15,17.241379219999999,10.713322990000000,1356,1357,1356,Nestucca,1496.101730549999957,1.496101730550000,1356,-123.763224575999999,45.121841744999998,1,Forest & Woodland
40,170.000000000000000,-123.791407962999983,45.112579710000034,-123.791407962999983,45.112579710000034,2003,2,Baxter Cr,0.750000000000000,1.207005000000000,16,21.333333329999999,13.255951720000001,1354,1369,1354,Nestucca,839.116882454000006,0.839116882454000,1354,-123.785185140999999,45.113512141000001,1,Forest & Woodland
41,170.000000000000000,-123.791407962999983,45.112579710000034,-123.791407962999983,45.112579710000034,2012,2,Baxter Cr,0.750000000000000,1.207005000000000,2,2.666666667000000,1.656993964000000,1354,1369,1354,Nestucca,839.116882454000006,0.839116882454000,1354,-123.785185140999999,45.113512141000001,1,Forest & Woodland
42,173.000000000000000,-123.789582701999962,45.103709417000061,-123.789582701999962,45.103709417000061,1998,3,Little Nestucca R,0.168600008000000,0.271334737000000,0,0.000000000000000,0.000000000000000,1373,1368,1373,Nestucca,314.558441227000003,0.314558441227000,1373,-123.786961969000004,45.102714397000000,1,Forest & Woodland
43,174.000000000000000,-123.781070327999942,45.103507691000061,-123.781070327999942,45.103507691000061,2002,2,Sourgrass Cr,0.720000029000000,1.158724846000000,46,63.888886350000000,39.698812150000002,1380,1373,1380,Nestucca,1049.116882450000048,1.049116882450000,1380,-123.774681095999995,45.101947090000003,1,Forest & Woodland
44,175.000000000000000,-123.773698044999946,45.105253741000070,-123.773698044999946,45.105253741000070,2000,1,"Sourgrass Cr, Trib A",0.319999993000000,0.514988788000000,0,0.000000000000000,0.000000000000000,1381,1380,1381,Nestucca,2379.152595829999882,2.379152595830000,1381,-123.755999011000000,45.115632984999998,1,Forest & Woodland
45,175.000000000000000,-123.773698044999946,45.105253741000070,-123.773698044999946,45.105253741000070,2003,1,"Sourgrass Cr, Trib A",0.319999993000000,0.514988788000000,4,12.500000280000000,7.767159382000000,1381,1380,1381,Nestucca,2379.152595829999882,2.379152595830000,1381,-123.755999011000000,45.115632984999998,1,Forest & Woodland
46,175.000000000000000,-123.773698044999946,45.105253741000070,-123.773698044999946,45.105253741000070,2006,1,"Sourgrass Cr, Trib A",0.319999993000000,0.514988788000000,2,6.250000140000000,3.883579691000000,1381,1380,1381,Nestucca,2379.152595829999882,2.379152595830000,1381,-123.755999011000000,45.115632984999998,1,Forest & Woodland
47,175.000000000000000,-123.773698044999946,45.105253741000070,-123.773698044999946,45.105253741000070,2009,1,"Sourgrass Cr, Trib A",0.319999993000000,0.514988788000000,0,0.000000000000000,0.000000000000000,1381,1380,1381,Nestucca,2379.152595829999882,2.379152595830000,1381,-123.755999011000000,45.115632984999998,1,Forest & Woodland
48,175.000000000000000,-123.773698044999946,45.105253741000070,-123.773698044999946,45.105253741000070,2012,1,"Sourgrass Cr, Trib A",0.319999993000000,0.514988788000000,0,0.000000000000000,0.000000000000000,1381,1380,1381,Nestucca,2379.152595829999882,2.379152595830000,1381,-123.755999011000000,45.115632984999998,1,Forest & Woodland
49,175.000000000000000,-123.773698044999946,45.105253741000070,-123.773698044999946,45.105253741000070,2015,1,"Sourgrass Cr, Trib A",0.319999993000000,0.514988788000000,1,3.125000070000000,1.941789845000000,1381,1380,1381,Nestucca,2379.152595829999882,2.379152595830000,1381,-123.755999011000000,45.115632984999998,1,Forest & Woodland
50,176.000000000000000,-123.760030753999956,45.087938698000073,-123.760030753999956,45.087938698000073,1998,2,Sourgrass Cr,0.740000010000000,1.190911615000000,0,0.000000000000000,0.000000000000000,1414,1399,1414,Nestucca,1875.807358040000054,1.875807358040000,1414,-123.752926645000002,45.091083959999999,1,Forest & Woodland
51,176.000000000000000,-123.760030753999956,45.087938698000073,-123.760030753999956,45.087938698000073,2007,2,Sourgrass Cr,0.740000010000000,1.190911615000000,0,0.000000000000000,0.000000000000000,1414,1399,1414,Nestucca,1875.807358040000054,1.875807358040000,1414,-123.752926645000002,45.091083959999999,1,Forest & Woodland
52,179.000000000000000,-123.786000200999979,45.093907498000078,-123.786000200999979,45.093907498000078,1998,3,Little Nestucca R,1.399999976000000,2.253075962000000,0,0.000000000000000,0.000000000000000,1404,1390,1404,Nestucca,1213.675323680000020,1.213675323680000,1404,-123.790706241999999,45.088118846999997,1,Forest & Woodland
53,179.000000000000000,-123.786000200999979,45.093907498000078,-123.786000200999979,45.093907498000078,2001,3,Little Nestucca R,1.399999976000000,2.253075962000000,10,7.142857264000000,4.438376766000000,1404,1390,1404,Nestucca,1213.675323680000020,1.213675323680000,1404,-123.790706241999999,45.088118846999997,1,Forest & Woodland
54,182.000000000000000,-123.813632038999970,45.091410795000058,-123.813632038999970,45.091410795000058,2001,2,Stillwell Cr,0.706099987000000,1.136354953000000,0,0.000000000000000,0.000000000000000,1401,1403,1401,Nestucca,1987.645019880000063,1.987645019880000,1401,-123.819761937999999,45.091789095999999,1,Forest & Woodland
55,182.000000000000000,-123.813632038999970,45.091410795000058,-123.813632038999970,45.091410795000058,2006,2,Stillwell Cr,0.706099987000000,1.136354953000000,0,0.000000000000000,0.000000000000000,1401,1403,1401,Nestucca,1987.645019880000063,1.987645019880000,1401,-123.819761937999999,45.091789095999999,1,Forest & Woodland
56,182.000000000000000,-123.813632038999970,45.091410795000058,-123.813632038999970,45.091410795000058,2010,2,Stillwell Cr,0.706099987000000,1.136354953000000,0,0.000000000000000,0.000000000000000,1401,1403,1401,Nestucca,1987.645019880000063,1.987645019880000,1401,-123.819761937999999,45.091789095999999,1,Forest & Woodland
57,195.000000000000000,-123.926433410999948,45.220902458000069,-123.926433410999948,45.220902458000069,2004,2,Horn Cr,1.090000033000000,1.754180654000000,5,4.587155823000000,2.850333567000000,532,555,532,Nestucca,1548.822509939999918,1.548822509940000,532,-123.927178487000006,45.226364807000003,1,Forest & Woodland
58,209.000000000000000,-123.894020839999939,45.181593115000055,-123.894020839999939,45.181593115000055,2000,2,Clear Cr,0.790000021000000,1.271378635000000,2,2.531645501000000,1.573095493000000,937,907,937,Nestucca,637.279220613999996,0.637279220614000,937,-123.893536433999998,45.178597113999999,1,Forest & Woodland
59,210.000000000000000,-123.886090672999956,45.176118460000055,-123.886090672999956,45.176118460000055,2006,2,Clear Cr,0.800000012000000,1.287472019000000,13,16.249999760000001,10.097306820000000,976,971,976,Nestucca,30.000000000000000,0.030000000000000,976,-123.886028335000006,45.175972792000003,0,Recently Disturbed or Modified
60,214.000000000000000,-123.893939702999944,45.217761838000058,-123.893939702999944,45.217761838000058,2000,1,Sanders Cr (smith Cr),0.879999995000000,1.416219192000000,0,0.000000000000000,0.000000000000000,655,654,655,Nestucca,3044.924240490000102,3.044924240490000,655,-123.900713475000003,45.228913384000002,1,Forest & Woodland
61,215.000000000000000,-123.888102645999993,45.214407877000042,-123.888102645999993,45.214407877000042,1999,1,Sanders Cr (Smith Cr),0.740000010000000,1.190911615000000,0,0.000000000000000,0.000000000000000,655,654,655,Nestucca,3044.924240490000102,3.044924240490000,655,-123.900713475000003,45.228913384000002,1,Forest & Woodland
62,215.000000000000000,-123.888102645999993,45.214407877000042,-123.888102645999993,45.214407877000042,2011,1,Sanders Cr (Smith Cr),0.219999999000000,0.354054798000000,0,0.000000000000000,0.000000000000000,655,654,655,Nestucca,3044.924240490000102,3.044924240490000,655,-123.900713475000003,45.228913384000002,1,Forest & Woodland
63,215.000000000000000,-123.888102645999993,45.214407877000042,-123.888102645999993,45.214407877000042,2014,1,Sanders Cr (Smith Cr),0.219999999000000,0.354054798000000,0,0.000000000000000,0.000000000000000,655,654,655,Nestucca,3044.924240490000102,3.044924240490000,655,-123.900713475000003,45.228913384000002,1,Forest & Woodland
64,215.000000000000000,-123.888102645999993,45.214407877000042,-123.888102645999993,45.214407877000042,2017,1,Sanders Cr (Smith Cr),0.219999999000000,0.354054798000000,0,0.000000000000000,0.000000000000000,655,654,655,Nestucca,3044.924240490000102,3.044924240490000,655,-123.900713475000003,45.228913384000002,1,Forest & Woodland
65,221.000000000000000,-123.801311221999981,45.191041625000025,-123.801311221999981,45.191041625000025,1999,2,Polland Cr,1.070000052000000,1.721993884000000,0,0.000000000000000,0.000000000000000,1078,1077,1078,Nestucca,1667.939392389999966,1.667939392390000,1078,-123.799669993999998,45.192392699000003,1,Forest & Woodland
66,228.000000000000000,-123.778117055999985,45.147197089000031,-123.778117055999985,45.147197089000031,1999,1,Buck Cr,0.479999989000000,0.772483183000000,0,0.000000000000000,0.000000000000000,1281,1263,1281,Nestucca,1243.675323680000020,1.243675323680000,1281,-123.774548093000007,45.145625883000001,1,Forest & Woodland
67,228.000000000000000,-123.778117055999985,45.147197089000031,-123.778117055999985,45.147197089000031,2002,1,Buck Cr,0.479999989000000,0.772483183000000,0,0.000000000000000,0.000000000000000,1281,1263,1281,Nestucca,1243.675323680000020,1.243675323680000,1281,-123.774548093000007,45.145625883000001,1,Forest & Woodland
68,228.000000000000000,-123.778117055999985,45.147197089000031,-123.778117055999985,45.147197089000031,2005,1,Buck Cr,0.479999989000000,0.772483183000000,0,0.000000000000000,0.000000000000000,1281,1263,1281,Nestucca,1243.675323680000020,1.243675323680000,1281,-123.774548093000007,45.145625883000001,1,Forest & Woodland
69,233.000000000000000,-123.802629387999957,45.171217445000025,-123.802629387999957,45.171217445000025,1998,3,Three Rivers,1.460000038000000,2.349636461000000,0,0.000000000000000,0.000000000000000,1140,1131,1140,Nestucca,1086.396103069999981,1.086396103070000,1140,-123.791554352999995,45.172429074999997,1,Forest & Woodland
70,233.000000000000000,-123.802629387999957,45.171217445000025,-123.802629387999957,45.171217445000025,1999,3,Three Rivers,1.460000038000000,2.349636461000000,1,0.684931489000000,0.425597754000000,1140,1131,1140,Nestucca,1086.396103069999981,1.086396103070000,1140,-123.791554352999995,45.172429074999997,1,Forest & Woodland
71,233.000000000000000,-123.802629387999957,45.171217445000025,-123.802629387999957,45.171217445000025,2000,3,Three Rivers,1.460000038000000,2.349636461000000,1,0.684931489000000,0.425597754000000,1140,1131,1140,Nestucca,1086.396103069999981,1.086396103070000,1140,-123.791554352999995,45.172429074999997,1,Forest & Woodland
72,233.000000000000000,-123.802629387999957,45.171217445000025,-123.802629387999957,45.171217445000025,2001,3,Three Rivers,1.460000038000000,2.349636461000000,0,0.000000000000000,0.000000000000000,1140,1131,1140,Nestucca,1086.396103069999981,1.086396103070000,1140,-123.791554352999995,45.172429074999997,1,Forest & Woodland
73,233.000000000000000,-123.802629387999957,45.171217445000025,-123.802629387999957,45.171217445000025,2002,3,Three Rivers,1.460000038000000,2.349636461000000,5,3.424657445000000,2.127988769000000,1140,1131,1140,Nestucca,1086.396103069999981,1.086396103070000,1140,-123.791554352999995,45.172429074999997,1,Forest & Woodland
74,233.000000000000000,-123.802629387999957,45.171217445000025,-123.802629387999957,45.171217445000025,2003,3,Three Rivers,1.460000038000000,2.349636461000000,11,7.534246378000000,4.681575291000000,1140,1131,1140,Nestucca,1086.396103069999981,1.086396103070000,1140,-123.791554352999995,45.172429074999997,1,Forest & Woodland
75,233.000000000000000,-123.802629387999957,45.171217445000025,-123.802629387999957,45.171217445000025,2004,3,Three Rivers,1.460000038000000,2.349636461000000,0,0.000000000000000,0.000000000000000,1140,1131,1140,Nestucca,1086.396103069999981,1.086396103070000,1140,-123.791554352999995,45.172429074999997,1,Forest & Woodland
76,233.000000000000000,-123.802629387999957,45.171217445000025,-123.802629387999957,45.171217445000025,2006,3,Three Rivers,1.460000038000000,2.349636461000000,0,0.000000000000000,0.000000000000000,1140,1131,1140,Nestucca,1086.396103069999981,1.086396103070000,1140,-123.791554352999995,45.172429074999997,1,Forest & Woodland
77,233.000000000000000,-123.802629387999957,45.171217445000025,-123.802629387999957,45.171217445000025,2009,3,Three Rivers,1.460000038000000,2.349636461000000,3,2.054794467000000,1.276793261000000,1140,1131,1140,Nestucca,1086.396103069999981,1.086396103070000,1140,-123.791554352999995,45.172429074999997,1,Forest & Woodland
78,233.000000000000000,-123.802629387999957,45.171217445000025,-123.802629387999957,45.171217445000025,2011,3,Three Rivers,1.460000038000000,2.349636461000000,9,6.164383401000000,3.830379783000000,1140,1131,1140,Nestucca,1086.396103069999981,1.086396103070000,1140,-123.791554352999995,45.172429074999997,1,Forest & Woodland
79,233.000000000000000,-123.802629387999957,45.171217445000025,-123.802629387999957,45.171217445000025,2012,3,Three Rivers,1.460000038000000,2.349636461000000,0,0.000000000000000,0.000000000000000,1140,1131,1140,Nestucca,1086.396103069999981,1.086396103070000,1140,-123.791554352999995,45.172429074999997,1,Forest & Woodland
80,233.000000000000000,-123.802629387999957,45.171217445000025,-123.802629387999957,45.171217445000025,2013,3,Three Rivers,1.460000038000000,2.349636461000000,0,0.000000000000000,0.000000000000000,1140,1131,1140,Nestucca,1086.396103069999981,1.086396103070000,1140,-123.791554352999995,45.172429074999997,1,Forest & Woodland
81,233.000000000000000,-123.802629387999957,45.171217445000025,-123.802629387999957,45.171217445000025,2017,3,Three Rivers,0.460000008000000,0.740296413000000,2,4.347826008000000,2.701620545000000,1140,1131,1140,Nestucca,1086.396103069999981,1.086396103070000,1140,-123.791554352999995,45.172429074999997,1,Forest & Woodland
82,234.000000000000000,-123.768577678999975,45.170639095000070,-123.768577678999975,45.170639095000070,2000,2,Crazy Cr,0.709999979000000,1.142631365000000,3,4.225352240000000,2.625518685000000,1180,1166,1180,Nestucca,611.543289326000036,0.611543289326000,1180,-123.766527191999998,45.169860825999997,1,Forest & Woodland
83,234.000000000000000,-123.768577678999975,45.170639095000070,-123.768577678999975,45.170639095000070,2003,2,Crazy Cr,0.709999979000000,1.142631365000000,4,5.633802987000000,3.500691580000000,1180,1166,1180,Nestucca,611.543289326000036,0.611543289326000,1180,-123.766527191999998,45.169860825999997,1,Forest & Woodland
84,234.000000000000000,-123.768577678999975,45.170639095000070,-123.768577678999975,45.170639095000070,2006,2,Crazy Cr,0.709999979000000,1.142631365000000,2,2.816901494000000,1.750345790000000,1180,1166,1180,Nestucca,611.543289326000036,0.611543289326000,1180,-123.766527191999998,45.169860825999997,1,Forest & Woodland
85,234.000000000000000,-123.768577678999975,45.170639095000070,-123.768577678999975,45.170639095000070,2012,2,Crazy Cr,0.709999979000000,1.142631365000000,3,4.225352240000000,2.625518685000000,1180,1166,1180,Nestucca,611.543289326000036,0.611543289326000,1180,-123.766527191999998,45.169860825999997,1,Forest & Woodland
86,238.000000000000000,-123.837303295999959,45.235660740000071,-123.837303295999959,45.235660740000071,2001,2,George Cr,0.980000019000000,1.577153231000000,2,2.040816287000000,1.268107601000000,517,514,517,Nestucca,589.705627485000036,0.589705627485000,517,-123.833903012999997,45.236102492000001,1,Forest & Woodland
87,239.000000000000000,-123.848690924999971,45.237371020000069,-123.848690924999971,45.237371020000069,2003,2,George Cr,0.980000019000000,1.577153231000000,5,5.102040717000000,3.170269003000000,514,476,514,Nestucca,1438.233764909999991,1.438233764910000,514,-123.840712515999996,45.235216991000001,1,Forest & Woodland
